"","Name_submitted","Accepted_name","Group","Order","Family","Genus","Orignal_Name","Seed_Dispersal_Category","Seed_Dispersal_Orignal_Discription","Seed_Dispersal_Data_Source"
"12238","Lasianthaea fruticosa","Lasianthaea fruticosa","Superasteridae","Asterales","Asteraceae","Lasianthaea","Lasianthaea fruticosa","Zoochory","Animal","KEW Seed Information Database (SID)"
"12239","Lasiolaena blanchetii","Lasiolaena blanchetii","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena blanchetii","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12240","Lasiolaena carvalhoi","Lasiolaena carvalhoi","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena carvalhoi","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12241","Lasiolaena duartei","Lasiolaena duartei","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena duartei","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12242","Lasiolaena lychnophorioides","Lasiolaena lychnophorioides","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena lychnophorioides","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12243","Lasiolaena morii","Lasiolaena morii","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena morii","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12244","Lasiolaena pereirae","Lasiolaena pereirae","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena pereirae","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12245","Lasiolaena santosii","Lasiolaena santosii","Superasteridae","Asterales","Asteraceae","Lasiolaena","Lasiolaena santosii","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"12246","Lasiopogon muscoides","Lasiopogon muscoides","Superasteridae","Asterales","Asteraceae","Lasiopogon","Lasiopogon muscoides","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12247","Lasiospermum brachyglossum","Lasiospermum brachyglossum","Superasteridae","Asterales","Asteraceae","Lasiospermum","Lasiospermum brachyglossum","Anemochory","Wind","KEW Seed Information Database (SID)"
"12248","Lasiospora hirsuta","Gelasia hirsuta","Superasteridae","Asterales","Asteraceae","Lasiospora","Scorzonera hirsuta","Anemochory","Anemochory: Small seeds with pappus or very light seeds (ex,  Crepis sp. or Orchis sp.)","BASECO: a floristic and ecological database of Mediterranean French flora"
"12249","Lasthenia californica","Lasthenia californica","Superasteridae","Asterales","Asteraceae","Lasthenia","Zoysia macrantha ssp. macrantha","Zoochory","epizoochory","AusTraits, a curated plant trait database for the Australian flora"
"12250","Launaea arborescens","Launaea arborescens","Superasteridae","Asterales","Asteraceae","Launaea","Launaea arborescens","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12251","Launaea fragilis","Launaea fragilis","Superasteridae","Asterales","Asteraceae","Launaea","Launaea fragilis","Autochory","Local non-specific dispersal","Seed dispersal distance classes and dispersal modes for the European flora"
"12252","Launaea lanifera","Launaea lanifera","Superasteridae","Asterales","Asteraceae","Launaea","Launaea lanifera","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12253","Launaea nudicaulis","Launaea nudicaulis","Superasteridae","Asterales","Asteraceae","Launaea","Launaea nudicaulis","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12254","Launaea pumila","Launaea pumila","Superasteridae","Asterales","Asteraceae","Launaea","Launaea pumila","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12255","Launaea resedifolia","Launaea fragilis subsp. fragilis","Superasteridae","Asterales","Asteraceae","Launaea","Launaea resedifolia","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12256","Lawrencella davenportii","Lawrencella davenportii","Superasteridae","Asterales","Asteraceae","Lawrencella","Lawrencella davenportii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12257","Lawrencella rosea","Lawrencella rosea","Superasteridae","Asterales","Asteraceae","Lawrencella","Lawrencella rosea","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12258","Leibnitzia anandria","Leibnitzia anandria","Superasteridae","Asterales","Asteraceae","Leibnitzia","Leibinitzia anandria","Anemochory","Ane","Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
"12259","Leibnitzia nepalensis","Leibnitzia nepalensis","Superasteridae","Asterales","Asteraceae","Leibnitzia","Leibinitzia nepalensis","Anemochory","Ane","Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
"12260","Leiocarpa brevicompta","Leiocarpa brevicompta","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa brevicompta","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12261","Leiocarpa gatesii","Leiocarpa gatesii","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa gatesii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12262","Leiocarpa leptolepis","Leiocarpa leptolepis","Superasteridae","Asterales","Asteraceae","Leiocarpa","Ixiolaena leptolepis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12263","Leiocarpa panaetioides","Leiocarpa panaetioides","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa panaetioides","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12264","Leiocarpa pluriseta","Leiocarpa pluriseta","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa pluriseta","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12265","Leiocarpa semicalva","Leiocarpa semicalva","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa semicalva","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12266","Leiocarpa supina","Leiocarpa supina","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa supina","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12267","Leiocarpa tomentosa","Leiocarpa tomentosa","Superasteridae","Asterales","Asteraceae","Leiocarpa","Ixiolaena tomentosa","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12268","Leiocarpa websteri","Leiocarpa websteri","Superasteridae","Asterales","Asteraceae","Leiocarpa","Leiocarpa websteri","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"12269","Lemooria burkittii","Lemooria burkittii","Superasteridae","Asterales","Asteraceae","Lemooria","Lemooria burkittii","Zoochory","epizoochory","AusTraits, a curated plant trait database for the Australian flora"
"12270","Leontodon anomalus","Leontodon anomalus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon anomalus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12271","Leontodon apulus","Leontodon apulus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon apulus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12272","Leontodon asperrimus","Leontodon asperrimus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon asperrimus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12273","Scorzoneroides autumnalis","Scorzoneroides autumnalis","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon autumnalis","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12274","Leontodon berinii","Leontodon berinii","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon berinii","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12275","Leontodon biscutellifolius","Leontodon biscutellifolius","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon biscutellifolius","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12276","Leontodon boryi","Leontodon boryi","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon boryi","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12277","Leontodon bourgaeanus","Leontodon bourgaeanus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon bourgaeanus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12278","Leontodon caucasicus","Leontodon caucasicus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon repens","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12279","Leontodon cichoraceus",NA,"Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon cichoraceus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12280","Leontodon crispus","Leontodon crispus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon crispus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12281","Leontodon croceus","Scorzoneroides crocea","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon croceus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12282","Leontodon farinosus","Leontodon farinosus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon farinosus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12283","Leontodon graecus","Leontodon graecus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon graecus","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12284","Leontodon hellenicus","Leontodon hellenicus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon hellenicus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12285","Leontodon hirtus","Leontodon hirtus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon hirtus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12286","Leontodon hispidus","Leontodon hispidus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon hispidus","Zoochory","epizoochor","BIOPOP: Functional Traits for Nature Conservation"
"12287","Leontodon hyoseroides","Leontodon hyoseroides","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon hyoseroides","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12288","Leontodon incanus","Leontodon incanus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon incanus","Zoochory","dysochor","BIOPOP: Functional Traits for Nature Conservation"
"12289","Leontodon intermedius","Leontodon intermedius","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon intermedius","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12290","Leontodon maroccanus","Leontodon maroccanus","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon maroccanus","Anemochory","Anemochorous","EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora"
"12291","Leontodon oxylepis","Leontodon oxylepis","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon oxylepis","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"12292","Leontodon rosani","Leontodon rosani","Superasteridae","Asterales","Asteraceae","Leontodon","Leontodon rosanii","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
