"","Name_submitted","Accepted_name","Family","Order","Superorder","Group (Dicot, Monocot, Gymnosperm, Fern)","Sample reference code","Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)","Nearctic","Neotropic","Palearctic","Afrotropic","Indo-Malay","Australasia","Oceania","Number of Biogeographic Realms","Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Coniferous Forests","Temperate Broadleaf and Mixed Forests","Temperate Coniferous Forests","Boreal Forests/Taiga","Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands","Flooded Grasslands and Savannas","Montane Grasslands and Shrublands","Tundra","Mediterranean Forests, Woodlands, and Scrub","Deserts and Xeric Shrublands","Mangroves","Number of Biomes","C (%)","S (%)","R (%)","CSR","Colour values for SigmaPlot","Growth habit (grey shade)","Growth habit (colour)","Growth habit (symbol)"
"1269","Gnaphalium purpureum L.","Gamochaeta purpurea","Asteraceae","Asterales","Asteranae","Dicot","Weiher","biennial","forb",1,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,9,19.0366667359994,80.9633332640006,0,"S/CS","@rgb(49,206,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1270","Gnaphalium supinum L.","Gnaphalium supinum","Asteraceae","Asterales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0,64.4687554862157,35.5312445137843,"S/SR","@rgb(0,164,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1271","Gomphrena incana Mart.","Gomphrena incana","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Negreiros","perennial","forb",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39.3263796928555,60.6736203071445,0,"CS","@rgb(100,155,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1272","Gonocaryum gracile Miq.","Gonocaryum gracile","Icacinaceae","Boraginales","Asteranae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.3668959640774,51.7859561566749,4.84714787924764,"CS","@rgb(111,132,12)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1273","Gratiola officinalis L.","Gratiola officinalis","Plantaginaceae","Lamiales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,11.5906616739716,16.4388557436632,71.9704825823652,"R/SR","@rgb(30,42,184)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1274","Groenlandia densa (L.) Fourr.","Groenlandia densa","Potamogetonaceae","Alismatales","Lilianae","Monocot","Kleyer","perennial","aquatic",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2.79660549380698,21.7017548846889,75.5016396215041,"R/SR","@rgb(7,55,193)","@rgb(192,192,192)","@rgb(0,0,255)","@symbol(5,512,0)"
"1275","Guapira standleyana Woodson","Guapira myrtiflora","Nyctaginaceae","Caryophyllales","Caryophyllanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.7815711165611,28.1765761797172,19.0418527037217,"C/CSR","@rgb(135,72,49)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1276","Guarea bullata Radlk.","Guarea bullata","Meliaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,66.3581119836607,31.49516703935,2.14672097698931,"C/CS","@rgb(169,80,5)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1277","Guarea grandifolia DC.","Guarea guidonia","Meliaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,79.7195145297797,15.7635477436808,4.51693772653951,"C/CS","@rgb(203,40,12)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1278","Guarea guidonia (L.) Sleumer","Guarea guidonia","Meliaceae","Sapindales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,70.2669146291202,23.129669200187,6.60341617069288,"C/CS","@rgb(179,59,17)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1279","Guatteria dumetorum R.E. Fr.","Guatteria lucens","Annonaceae","Magnoliales","Magnolianae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,42.3017506454208,45.0188352081964,12.6794141463828,"CS/CSR","@rgb(108,115,32)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1280","Guatteria schomburgkiana Mart.","Guatteria schomburgkiana","Annonaceae","Magnoliales","Magnolianae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.9789696113826,50.8035501702894,7.21748021832798,"CS","@rgb(107,130,18)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1281","Guazuma ulmifolia Lam.","Guazuma ulmifolia","Malvaceae","Malvales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,44.3181529498683,35.7771670116489,19.9046800384828,"CS/CSR","@rgb(113,91,51)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1282","Guettarda foliacea Standl.","Guettarda foliacea","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43.1667928317156,32.8794199184685,23.953787249816,"CS/CSR","@rgb(110,84,61)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1283","Guettarda platypoda DC.","Guettarda platypoda","Rubiaceae","Gentianales","Asteranae","Dicot","Pinho","perennial","shrub",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,35.9793903316409,64.0206096683591,0,"S/CS","@rgb(92,163,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1284","Gustavia superba (Kunth) O. Berg","Gustavia superba","Lecythidaceae","Ericales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.2854605923083,19.5062654042521,13.2082740034397,"C/CS","@rgb(172,50,34)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1285","Gymnacranthera forbesii Warb.","Gymnacranthera forbesii","Myristicaceae","Magnoliales","Magnolianae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.3047473049781,64.6952526950219,0,"S/CS","@rgb(90,165,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1286","Gymnadenia conopsea (L.) R. Br.","Gymnadenia conopsea","Orchidaceae","Asparagales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,58.0367800661368,0,41.9632199338632,"CR","@rgb(148,0,107)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1287","Gymnadenia odoratissima (L.) Rich.","Gymnadenia odoratissima","Orchidaceae","Asparagales","Lilianae","Monocot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,30.5625819231199,0,69.4374180768801,"R/CR","@rgb(78,0,177)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1288","Gymnocarpium dryopteris (L.) Newman","Gymnocarpium dryopteris","Cystopteridaceae","Polypodiales",NA,"Fern","Cerabolini/Pierce","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,33.0915831759813,10.498151468142,56.4102653558767,"R/CSR","@rgb(84,27,144)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1289","Gypsophila perfoliata L.","Gypsophila perfoliata","Caryophyllaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,60.4246950674123,0,39.5753049325877,"CR","@rgb(154,0,101)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1290","Gypsophila repens L.","Gypsophila repens","Caryophyllaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,11.6796394546715,0,88.3203605453285,"R","@rgb(30,0,225)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1291","Halimione pedunculata (L.) Aellen","Atriplex pedunculata","Amaranthaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0015224299184,2.52074864309645,75.4777289269851,"R/CR","@rgb(56,6,192)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1292","Hamelia axillaris Sw.","Hamelia axillaris","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","shrub",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,39.6858885956549,33.2316911399763,27.0824202643689,"CSR","@rgb(101,85,69)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1293","Hampea appendiculata (Donn. Sm.) Standl.","Hampea appendiculata","Malvaceae","Malvales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,65.6755217730818,22.3366976140722,11.987780612846,"C/CS","@rgb(167,57,31)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1294","Hancornia speciosa Gomes","Hancornia speciosa","Apocynaceae","Gentianales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,24.5681612641905,73.58962762556,1.84221111024953,"S/CS","@rgb(63,188,5)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1295","Handroanthus impetiginosus (Mart. ex DC.) Mattos","Handroanthus impetiginosus","Bignoniaceae","Lamiales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,45.2612293715203,41.8683511974425,12.8704194310371,"CS/CSR","@rgb(115,107,33)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1296","Handroanthus serratifolius (Vahl) S. O. Grose","Handroanthus serratifolius","Bignoniaceae","Lamiales","Asteranae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,43.066082026926,17.4296349031114,39.5042830699626,"CR/CSR","@rgb(110,44,101)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1297","Hasseltia floribunda Kunth","Hasseltia floribunda","Salicaceae","Malpighiales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,50.947302843114,31.5476224619173,17.5050746949687,"C/CSR","@rgb(130,80,45)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1298","Hebe franciscana (Eastw.) Souster","Veronica franciscana","Plantaginaceae","Lamiales","Asteranae","Dicot","Cornelissen","perennial","shrub",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0737706660172,76.7545472446487,8.17168208933405,"S/CS","@rgb(38,196,21)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1299","Hedeoma hispida Pursh","Hedeoma hispida","Lamiaceae","Lamiales","Asteranae","Dicot","Weiher","annual","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,1.39212018415405,42.5803674324197,56.0275123834262,"SR","@rgb(4,109,143)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1300","Hedera helix L.","Hedera helix","Araliaceae","Apiales","Asteranae","Dicot","Cerabolini/Pierce","perennial","liana",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,36.0754176340392,12.9990276207589,50.9255547452019,"CR/CSR","@rgb(92,33,130)","@rgb(128,128,128)","@rgb(128,128,128)","@symbol(3,512,0)"
"1301","Hedyotis nigricans (Lam.) Fosberg","Stenaria nigricans","Rubiaceae","Gentianales","Asteranae","Dicot","Weiher","perennial","shrub",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4,0,74.6085942369971,25.3914057630029,"S/SR","@rgb(0,190,65)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1302","Hedyotis purpurea (L.) Torr. & A. Gray","Houstonia purpurea","Rubiaceae","Gentianales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3.25965808648232,61.6779119544626,35.062429959055,"S/SR","@rgb(8,157,89)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1303","Hedysarum caucasicum M. Bieb.","Hedysarum caucasicum","Fabaceae","Fabales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,39.5666458379154,22.8478748860161,37.5854792760685,"CR/CSR","@rgb(101,58,96)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1304","Hedysarum hedysaroides (L.) Schinz & Thell.","Hedysarum hedysaroides","Fabaceae","Fabales","Rosanae","Dicot","Cerabolini","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,35.6942281043537,25.0642607219343,39.241511173712,"CSR","@rgb(91,64,100)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1305","Heisteria acuminata (Bonpl.) Engl.","Heisteria acuminata","Olacaceae","Santalales","Santalanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,41.0970343350303,49.2637306135474,9.63923505142235,"CS","@rgb(105,126,25)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1306","Heisteria concinna Standl.","Heisteria concinna","Olacaceae","Santalales","Santalanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43.7223344671814,56.136026838525,0.141638694293588,"CS","@rgb(111,143,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1307","Helenium autumnale L.","Helenium autumnale","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,5,9.87078948987231,85.5060402358601,4.6231702742676,"S","@rgb(25,218,12)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1308","Helianthella quinquenervis (Hook.) A. Gray","Helianthella quinquenervis","Asteraceae","Asterales","Asteranae","Dicot","Laughlin","perennial","forb",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,53.0906272184114,11.1648471556938,35.7445256258949,"CR/CSR","@rgb(135,28,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1309","Helianthemum apenninum (L.) Mill.","Helianthemum apenninum","Cistaceae","Malvales","Rosanae","Dicot","Cerabolini","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3.22710911409358,96.7728908859064,0,"S","@rgb(8,247,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1310","Helianthemum bicknellii Fernald","Crocanthemum bicknellii","Cistaceae","Malvales","Rosanae","Dicot","Reich","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6.87812654120402,53.1493719912576,39.9725014675384,"SR","@rgb(18,136,102)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1311","Helianthemum hirtum Mill.","Helianthemum hirtum","Cistaceae","Malvales","Rosanae","Dicot","Cornelissen","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.88189428569127,57.8374358281457,40.280669886163,"SR","@rgb(5,147,103)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1312","Helianthemum nummularium (L.) Mill. obscurum (Celak.) Holub","Helianthemum nummularium subsp. obscurum","Cistaceae","Malvales","Rosanae","Dicot","Cerabolini/Pierce","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,11.7755729150892,68.8748966167547,19.349530468156,"S/SR","@rgb(30,176,49)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1313","Helianthemum oelandicum (L.) Dum. Cours. italicum (L.) Ces.","Helianthemum oelandicum subsp. italicum","Cistaceae","Malvales","Rosanae","Dicot","Cerabolini/Pierce","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,6.49102464175063,81.5443722516749,11.9646031065745,"S","@rgb(17,208,31)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1314","Helianthemum squamatum (L.) Pers.","Helianthemum squamatum","Cistaceae","Malvales","Rosanae","Dicot","Cornelissen","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54.5162102156804,45.4837897843196,"SR","@rgb(0,139,116)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1315","Helianthus annuus L.","Helianthus annuus","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","annual","forb",1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,8,77.2468406189853,0,22.7531593810147,"C/CR","@rgb(197,0,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1316","Helianthus grosseserratus M. Martens","Helianthus grosseserratus","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,37.7373553944928,33.3951088234691,28.8675357820381,"CSR","@rgb(96,85,74)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1317","Helianthus hirsutus Raf.","Helianthus hirsutus","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4,15.6302848046116,77.6965560855552,6.67315910983321,"S/CS","@rgb(40,198,17)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1318","Helianthus occidentalis Riddell","Helianthus occidentalis","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,37.4051100157016,43.535378218186,19.0595117661124,"CS/CSR","@rgb(95,111,49)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1319","Helianthus tuberosus L.","Helianthus tuberosus","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,71.7430137594783,0,28.2569862405217,"C/CR","@rgb(183,0,72)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1320","Helichrysum arenarium (L.) Moench","Helichrysum arenarium","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20.6888194278201,39.1744960162003,40.1366845559796,"SR/CSR","@rgb(53,100,102)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1321","Helichrysum stoechas (L.) Moench","Helichrysum stoechas","Asteraceae","Asterales","Asteranae","Dicot","Pausas","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,76.4309775622322,23.5690224377677,"S/SR","@rgb(0,195,60)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1322","Helicostylis tomentosa (Poepp. & Endl.) Rusby","Helicostylis tomentosa","Moraceae","Rosales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,46.450920591717,35.8317470554845,17.7173323527985,"CS/CSR","@rgb(118,91,45)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1323","Helictotrichon pubescens (Huds.) Pilg.","Avenula pubescens","Poaceae","Poales","Lilianae","Monocot","Díaz","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,16.887487420238,55.6182748399278,27.4942377398341,"S/CSR","@rgb(43,142,70)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"1324","Helictotrichon versicolor (Vill.) Pilg.","Helictochloa versicolor","Poaceae","Poales","Lilianae","Monocot","Soudzilovskaia","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,13.1822671942799,86.1775424069861,0.640190398733948,"S","@rgb(34,220,2)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"1325","Heliomeris multiflora Nutt.","Heliomeris multiflora","Asteraceae","Asterales","Asteranae","Dicot","Laughlin","perennial","shrub",1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,18.4888652128268,44.9300007548553,36.5811340323179,"SR/CSR","@rgb(47,115,93)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1326","Heliopsis helianthoides (L.) Sweet","Heliopsis helianthoides","Asteraceae","Asterales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,4,45.5903884364995,16.9629734564507,37.4466381070498,"CR/CSR","@rgb(116,43,95)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1327","Heliotropium tenellum Torr.","Euploca tenella","Boraginaceae","Boraginales","Asteranae","Dicot","Weiher","annual","forb",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,1.96217644348295,52.013718719736,46.024104836781,"SR","@rgb(5,133,117)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1328","Helleborus foetidus L.","Helleborus foetidus","Ranunculaceae","Ranunculales","Ranunculanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,79.5483190237104,7.22135896707415,13.2303220092155,"C/CR","@rgb(203,18,34)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1329","Helleborus niger L.","Helleborus niger","Ranunculaceae","Ranunculales","Ranunculanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,80.2945587981532,16.2333854176305,3.47205578421631,"C/CS","@rgb(205,41,9)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1330","Helleborus viridis L. viridis","Helleborus viridis subsp. viridis","Ranunculaceae","Ranunculales","Ranunculanae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80.8760335264606,0.343562537781256,18.7804039357581,"C/CR","@rgb(206,1,48)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1331","Henriettea succosa (Aubl.) DC.","Henriettea succosa","Melastomataceae","Myrtales","Rosanae","Dicot","Pinho","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,61.2532463895888,17.9772617865277,20.7694918238835,"C/CSR","@rgb(156,46,53)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1332","Hepatica nobilis Schreb.","Hepatica nobilis","Ranunculaceae","Ranunculales","Ranunculanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,43.2260455328295,30.9166550957488,25.8572993714217,"CSR","@rgb(110,79,66)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1333","Heracleum mantegazzianum Sommier & Levier","Heracleum mantegazzianum","Apiaceae","Apiales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,73.2796907326244,3.98073225372434,22.7395770136512,"C/CR","@rgb(187,10,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1334","Heracleum sphondylium L.","Heracleum sphondylium","Apiaceae","Apiales","Asteranae","Dicot","Díaz","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,82.7516077562474,6.7850428546906,10.463349389062,"C","@rgb(211,17,27)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1335","Herniaria glabra L.","Herniaria glabra","Caryophyllaceae","Caryophyllales","Caryophyllanae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,27.8417605415058,72.1582394584942,"R/SR","@rgb(0,71,184)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1336","Herniaria hirsuta L.","Herniaria hirsuta","Caryophyllaceae","Caryophyllales","Caryophyllanae","Dicot","Díaz","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,6,0,30.8260650588974,69.1739349411026,"R/SR","@rgb(0,79,176)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1337","Herrania purpurea (Pittier) R.E. Schult.","Herrania purpurea","Malvaceae","Malvales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,78.2079918254425,16.6812171218242,5.11079105273334,"C/CS","@rgb(199,43,13)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
