Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Ipomoea nil,invasive,",8,7,",",85,81,80,83,84,82,79,,78,74,77,",",AGE,AGW,ARU,BAH,BLZ,BOL,BZN,BZE,BZS,BZL,BZC,CLM,COS,CUB,DOM,ECU,ELS,FRG,GAL,GUA,GUY,HAI,HON,JAM,LEE,MXC,MXG,MXE,MXN,MXT,MXS,NLA,NIC,PAN,PAR,PER,PUE,SUR,TRT,URU,VEN,WIN,,MRY,MSI,OKL,TEX,VRG,",",,AGE-OO,AGW-OO,ARU-OO,BAH-OO,BLZ-OO,BOL-OO,BZC-OO,BZE-OO,BZL-OO,BZN-OO,BZS-OO,CLM-OO,COS-OO,CUB-OO,DOM-OO,ECU-OO,ELS-OO,FRG-OO,GAL-OO,GUA-OO,GUY-OO,HAI-HA,HON-OO,JAM-OO,LEE-AB,LEE-GU,LEE-MO,MRY-OO,MSI-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NIC-OO,NLA-OO,OKL-OO,PAN-OO,PAR-OO,PER-OO,PUE-OO,SUR-OO,TEX-OO,TRT-OO,URU-OO,VEN-OO,VRG-OO,WIN-BA,WIN-DO,WIN-GR,WIN-MA,WIN-SL,WIN-SV,",",8,5,2,7,3,4,1,3,6,",",81,50,22,84,72,85,36,23,42,20,21,24,13,38,25,41,40,14,29,27,31,78,76,75,74,77,35,34,33,83,12,60,43,34,",",LEE,QLD,WAU,BEN,BKN,BZN,BZE,BZC,BZL,BZS,WIN,ONT,CLS,CHN,CHM,CHS,CHC,CHH,CHI,CHQ,CHX,CHT,IVO,CMN,CUB,XMS,EGY,CNY,ETH,GHA,EQG,GRC,YUG,JAP,KEN,KOR,LAO,LBY,SRL,UKR,MDG,MAU,MLY,NAM,NGA,NEP,KHA,SEN,SIE,CHA,TAI,ALA,CAL,CNT,WDC,DEL,FLA,GEO,IOW,ILL,INI,KTY,MAS,MRY,MAI,MIN,MSO,MSI,NDA,NEB,NWH,NWJ,NWM,NWY,OHI,OKL,PEN,SCA,SDA,TEN,TEX,VRG,VER,WIS,WVA,YEM,NAT,CPP,TUR,TCS,REU,GAL,ROD,BOL,,EHM,ASS,WHM,IND,JAP,PHI,SPA,NWC,NWG,TUR,",",LEE-AB,QLD-QU,WAU-WA,BEN-OO,BKN-OO,LEE-SM,BZN-AC,BZE-AL,BZN-AM,BZE-BA,BZE-CE,BZC-DF,BZL-ES,BZC-GO,BZE-MA,BZL-MG,BZC-MS,BZC-MT,BZN-PA,BZE-PB,BZE-PE,BZE-PI,BZS-PR,BZL-RJ,BZE-RN,BZN-RO,BZS-RS,BZS-SC,BZE-SE,BZL-SP,BZN-TO,WIN-BA,ONT-OO,CLS-MG,CHN-BJ,CHN-TJ,CHN-HB,CHN-SX,CHM-LN,CHM-JL,CHM-HJ,CHS-SH,CHS-JS,CHS-ZJ,CHS-AH,CHS-FJ,CHS-JX,CHN-SD,CHS-HE,CHC-HU,CHS-HN,CHS-GD,CHS-GX,CHH-OO,CHC-CQ,CHC-SC,CHC-GZ,CHC-YN,CHI-NM,CHN-SA,CHN-GS,CHQ-OO,CHI-NX,CHS-HK,CHS-MA,CHX-OO,CHT-OO,IVO-OO,CMN-OO,CUB-OO,XMS-OO,WIN-DO,EGY-OO,CNY-OO,ETH-OO,GHA-OO,EQG-OO,GRC-OO,WIN-GR,YUG-CR,KEN-OO,KOR-SK,LAO-OO,LBY-OO,WIN-SL,SRL-OO,UKR-MO,MDG-OO,WIN-MA,MAU-OO,MLY-PM,NAM-OO,NGA-OO,NEP-OO,KHA-OO,SEN-OO,SIE-OO,CHA-OO,TAI-OO,UKR-UK,ALA-OO,CAL-OO,CNT-OO,WDC-OO,DEL-OO,FLA-OO,GEO-OO,IOW-OO,ILL-OO,INI-OO,KTY-OO,MAS-OO,MRY-OO,MAI-OO,MIN-OO,MSO-OO,MSI-OO,NDA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NWY-OO,OHI-OO,OKL-OO,PEN-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,VRG-OO,VER-OO,WIS-OO,WVA-OO,WIN-SV,LEE-BV,NAT-OO,CPP-NC,CPP-WC,TCS-AR,REU-OO,GAL-OO,ROD-OO,BOL-OO,,ASS-AS,ASS-MA,ASS-ME,ASS-MI,ASS-NA,ASS-TR,EHM-AP,EHM-SI,IND-WB,JAP-OO,NWC-OO,NWG-PN,PHI-OO,SPA-OO,TUR-OO,WHM-HP,WHM-JK,WHM-UT,",",2,3,4,1,6,8,",",25,36,40,38,42,12,60,43,83,34,",",KEN,,EHM,ASS,WHM,IND,JAP,PHI,TAI,SPA,XMS,NWC,NWG,GAL,TUR,",",,ASS-AS,ASS-MA,ASS-ME,ASS-MI,ASS-NA,ASS-TR,EHM-AP,EHM-SI,GAL-OO,IND-WB,JAP-OO,KEN-OO,NWC-OO,NWG-PN,PHI-OO,SPA-OO,TAI-OO,TUR-OO,WHM-HP,WHM-JK,WHM-UT,XMS-OO,"
Ipomoea obscura,invasive,",2,4,3,6,",",26,40,42,27,23,41,24,36,29,60,22,25,43,35,61,38,",",ANG,ASS,BAN,BOR,BOT,BUR,CBD,CMN,CPP,CPV,CAF,CHA,CHC,CHS,XMS,COM,DJI,ERI,ETH,FIJ,OFS,GAM,GHA,CHH,IND,IVO,JAW,KEN,NAT,LAO,LSI,MDG,MLW,MLY,MOL,MOZ,MYA,NAM,NEP,NWG,NGA,TVL,OMA,PHI,RWA,SAU,SIE,SCI,SOC,SOL,SOM,SCS,SRL,SUD,SUL,SUM,SWZ,TAI,TAN,THA,TOG,UGA,VIE,YEM,ZAM,ZIM,",",,ANG-OO,ASS-AS,BAN-OO,BOR-OO,BOT-OO,BUR-OO,CAF-OO,CBD-OO,CHA-OO,CHC-OO,CHH-OO,CHS-OO,CMN-OO,COM-CO,CPP-OO,CPV-OO,DJI-OO,ERI-OO,ETH-OO,FIJ-OO,GAM-OO,GHA-OO,IND-OO,IVO-OO,JAW-OO,KEN-OO,NAT-OO,LAO-OO,LSI-LS,MDG-OO,MLW-OO,MLY-OO,MOL-OO,MOZ-OO,MYA-OO,NEP-OO,NGA-OO,NWG-OO,OFS-OO,OMA-OO,PHI-OO,RWA-OO,SAU-OO,SCI-OO,SCS-OO,SIE-OO,SOC-OO,SOL-OO,SOM-OO,SRL-OO,SUD-OO,SUL-OO,SUM-OO,SWZ-OO,TAI-OO,TAN-OO,THA-OO,TOG-OO,TVL-OO,UGA-OO,VIE-OO,XMS-OO,YEM-OO,ZAM-OO,ZIM-OO,",",8,5,6,4,3,2,",",81,50,61,62,40,38,29,63,",",LEE,QLD,WIN,COO,CUB,MRN,IND,WHM,JAP,MDG,MAU,MRQ,SEY,TAI,HAW,REU,ROD,CRL,",",LEE-AB,QLD-QU,WIN-BA,COO-OO,CUB-OO,LEE-GU,MRN-GU,IND-AP,IND-DE,IND-GO,WHM-HP,IND-KT,IND-KE,IND-MR,IND-OR,IND-RA,IND-TN,IND-UP,WIN-SL,MDG-OO,MRN-NM,MAU-OO,MRQ-OO,SEY-OO,TAI-OO,HAW-HI,REU-OO,ROD-OO,,CRL-MF,",",8,6,",",81,62,",",CUB,CRL,",",,CRL-MF,CUB-OO,"
Ipomoea ochracea,invasive,",2,",",26,27,23,21,24,22,25,29,28,",",ANG,BOT,BUR,CMN,CVI,CAF,CHA,CON,ERI,ETH,GAB,GHA,GUI,GNB,IVO,KEN,MLW,MTN,MAU,MOZ,NGA,RWA,SEN,SIE,SUD,TAN,TOG,UGA,ZAM,ZAI,ZIM,,",",,ANG-OO,BOT-OO,BUR-OO,CAF-OO,CHA-OO,CMN-OO,CON-OO,CVI-OO,ERI-OO,ETH-OO,GAB-OO,GHA-OO,GNB-OO,GUI-OO,IVO-OO,KEN-OO,MAU-OO,MLW-OO,MOZ-OO,MTN-OO,NGA-OO,RWA-OO,SEN-OO,SIE-OO,SUD-OO,TAN-OO,TOG-OO,UGA-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",5,2,8,6,",",50,22,81,21,63,29,60,",",QLD,BKN,PUE,MDR,HAW,LEE,REU,NWC,",",QLD-QU,BKN-OO,PUE-OO,MDR-OO,HAW-HI,LEE-VI,REU-OO,,HAW-OO,NWC-OO,",",8,6,",",81,63,60,",",PUE,LEE,HAW,NWC,",",,HAW-OO,LEE-VI,NWC-OO,PUE-OO,"
Ipomoea pandurata,established,",7,",",78,75,74,72,77,",",ALA,ARK,CNT,DEL,WDC,FLA,GEO,ILL,INI,KAN,KTY,LOU,MRY,MIC,MSI,MSO,NWJ,NWY,NCA,OHI,OKL,ONT,PEN,SCA,TEN,TEX,VRG,WVA,",",,ALA-OO,ARK-OO,CNT-OO,DEL-OO,FLA-OO,GEO-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MIC-OO,MRY-OO,MSI-OO,MSO-OO,NCA-OO,NWJ-OO,NWY-OO,OHI-OO,OKL-OO,ONT-OO,PEN-OO,SCA-OO,TEN-OO,TEX-OO,VRG-OO,WDC-OO,WVA-OO,",",5,3,7,",",50,38,75,",",SOA,JAP,MAS,RHO,",",SOA-OO,MAS-OO,RHO-OO,",,,,
Ipomoea parasitica,established,",8,7,",",83,84,80,79,82,",",BOL,BZE,BZL,BZC,CLM,COS,ELS,GUA,HON,MXC,MXG,MXE,MXN,MXT,MXS,NIC,PER,VEN,",",,BOL-OO,BZC-OO,BZE-OO,BZL-OO,CLM-OO,COS-OO,ELS-OO,GUA-OO,HON-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NIC-OO,PER-OO,VEN-OO,",",8,",",84,",",BZE,BZC,BZL,",",BZE-BA,BZE-CE,BZC-DF,BZC-GO,BZE-MA,BZL-MG,BZE-PB,BZE-PE,BZE-RN,BZE-SE,",,,,
Ipomoea pes-caprae,invasive,",7,2,8,4,6,3,5,",",78,29,26,81,40,80,22,42,84,23,41,21,27,62,36,83,61,24,20,60,82,35,63,34,38,25,51,79,43,50,77,",",ALA,ALD,ANG,ARU,BAH,BAN,BLZ,BEN,BER,BOR,BZN,BZE,BZS,BZL,BUR,CBD,CMN,CNY,CPP,CVI,CRL,CAY,CPI,CHS,XMS,CKI,CLM,COM,CON,COO,COS,CUB,DJI,DOM,EAS,ECU,EGY,ELS,EQG,ERI,FIJ,FLA,FRG,GAB,GAL,GEO,GHA,GIL,GUA,GUI,GGI,GST,GUY,CHH,HAI,HAW,HON,IND,IRN,IVO,JAM,JAP,JAW,KZN,KEN,KER,KUW,NAT,LEE,LSI,LBR,LIN,LOU,MDG,MDR,MLW,MLY,MOL,MCS,MRN,MRQ,MRS,MTN,MAU,MXG,MXE,MXN,MXT,MXS,MSI,MOZ,MYA,NNS,NRU,NLA,NWC,NWG,NSW,NZN,NIC,NGA,NFK,NTA,OGA,OMA,PAK,PAL,PAN,PER,PHI,PHX,PUE,QLD,ROD,REU,SAM,SAU,SEN,SEY,SIE,SIN,SCI,SOC,SOL,SOM,SCS,SRL,SUD,SUL,SUM,SUR,TAI,TAN,TEX,THA,TOG,TOK,TON,TRT,TUA,TUB,TCI,TUV,VAN,VEN,VNA,VIE,WAL,WAU,WIN,YEM,ZAM,ZAI,ZIM,",",,ALA-OO,ALD-OO,ANG-OO,ARU-OO,BAH-OO,BAN-OO,BEN-OO,BER-OO,BLZ-OO,BOR-OO,BUR-OO,BZE-OO,BZL-OO,BZN-OO,BZS-OO,CAY-OO,CBD-OO,CHH-OO,CHS-OO,CKI-OO,CLM-OO,CMN-OO,CNY-OO,COM-CO,CON-OO,COO-OO,COS-OO,CPI-OO,CPP-OO,CRL-OO,CUB-OO,CVI-OO,DJI-OO,DOM-OO,EAS-OO,ECU-OO,EGY-OO,ELS-OO,EQG-OO,ERI-OO,FIJ-OO,FLA-OO,FRG-OO,GAB-OO,GAL-OO,GEO-OO,GGI-OO,GHA-OO,GIL-OO,GST-OO,GUA-OO,GUI-OO,GUY-OO,HAI-HA,HAW-OO,HON-OO,IND-OO,IRN-OO,IVO-OO,JAM-OO,JAP-OO,JAW-OO,KEN-OO,KER-OO,KUW-OO,NAT-OO,KZN-OO,LBR-OO,LEE-OO,LIN-OO,LOU-OO,LSI-LS,MAU-OO,MCS-OO,MDG-OO,MDR-OO,MLW-OO,MLY-OO,MOL-OO,MOZ-OO,MRN-OO,MRQ-OO,MRS-OO,MSI-OO,MTN-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,MYA-OO,NFK-OO,NGA-OO,NIC-OO,NLA-OO,NNS-OO,NRU-OO,NSW-NS,NTA-OO,NWC-OO,NWG-OO,NZN-OO,OGA-OO,OMA-OO,PAK-OO,PAL-OO,PAN-OO,PER-OO,PHI-OO,PHX-OO,PUE-OO,QLD-QU,REU-OO,ROD-OO,SAM-WS,SAU-OO,SCI-OO,SCS-OO,SEN-OO,SEY-OO,SIE-OO,SIN-OO,SOC-OO,SOL-OO,SOM-OO,SRL-OO,SUD-OO,SUL-OO,SUM-OO,SUR-OO,TAI-OO,TAN-OO,TCI-OO,TEX-OO,THA-OO,TOG-OO,TOK-OO,TON-OO,TRT-OO,TUA-OO,TUB-OO,TUV-OO,VAN-OO,VEN-OO,VIE-OO,VNA-OO,WAL-OO,WAU-WA,WIN-OO,XMS-OO,YEM-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",2,7,6,3,8,",",20,21,75,62,28,60,35,81,",",EGY,CNY,PEN,MRS,ASC,TON,GST,LEE,",",EGY-OO,CNY-OO,PEN-OO,MRS-OO,ASC-OO,TON-OO,GST-UA,LEE-AG,",",8,",",81,",",LEE,",",,LEE-AG,"
Ipomoea pes-tigridis,established,",2,4,3,",",26,40,22,42,27,41,24,36,25,29,43,38,23,",",ANG,BAN,BEN,BOR,BOT,CBD,CPV,CHA,CHC,CHS,EHM,GNB,CHH,IND,JAW,KEN,LSI,MLW,MLY,MLI,MOL,MAU,MOZ,MYA,NAM,NEP,NWG,NGR,NGA,TVL,PAK,PHI,SOM,SCS,SRL,SUD,SUL,SUM,TAI,TAN,THA,VIE,WHM,ZAM,ZAI,ZIM,",",,ANG-OO,BAN-OO,BEN-OO,BOR-OO,BOT-OO,CBD-OO,CHA-OO,CHC-OO,CHH-OO,CHS-OO,CPV-OO,EHM-OO,GNB-OO,IND-OO,JAW-OO,KEN-OO,LSI-LS,MAU-OO,MLI-OO,MLW-OO,MLY-OO,MOL-OO,MOZ-OO,MYA-OO,NEP-OO,NGA-OO,NGR-OO,NWG-OO,PAK-OO,PHI-OO,SCS-OO,SOM-OO,SRL-OO,SUD-OO,SUL-OO,SUM-OO,TAI-OO,TAN-OO,THA-OO,TVL-OO,VIE-OO,WHM-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",5,4,3,",",50,40,38,",",NTA,WAU,IND,ASS,WHM,JAP,",",NTA-OO,WAU-WA,IND-AP,ASS-AS,IND-DE,IND-GO,IND-HA,WHM-HP,IND-KT,IND-KE,IND-MR,IND-OR,IND-RA,IND-TN,WHM-UT,IND-UP,IND-WB,",,,,
Ipomoea pileata,established,",2,4,3,",",26,40,42,27,41,23,24,36,29,22,25,",",ANG,ASS,BAN,BOR,BOT,CBD,CAF,CHA,CHC,CHS,COM,GAM,CHH,IND,JAW,KEN,LAO,MDG,MLW,MLY,MOZ,MYA,NAM,NGA,TVL,PHI,SEN,SRL,SUD,TAN,THA,TOG,VIE,ZAM,ZAI,ZIM,",",,ANG-OO,ASS-AS,BAN-OO,BOR-OO,BOT-OO,CAF-OO,CBD-OO,CHA-OO,CHC-OO,CHH-OO,CHS-OO,COM-CO,GAM-OO,IND-OO,JAW-OO,KEN-OO,LAO-OO,MDG-OO,MLW-OO,MLY-OO,MOZ-OO,MYA-OO,NGA-OO,PHI-OO,SEN-OO,SRL-OO,SUD-OO,TAN-OO,THA-OO,TOG-OO,TVL-OO,VIE-OO,ZAI-OO,ZAM-OO,ZIM-OO,",",2,3,",",23,38,29,",",GAB,JAP,MDG,",",GAB-OO,MDG-OO,",,,,
Ipomoea pinifolia,established,",8,",",83,84,",",BOL,BZN,BZL,BZC,",",,BOL-OO,BZC-OO,BZL-OO,BZN-OO,",",8,",",83,",",BOL,",",BOL-OO,",,,,
Ipomoea polymorpha,established,",4,2,3,5,",",41,24,36,42,25,38,43,50,23,26,",",CBD,ERI,ETH,CHH,JAW,KEN,LSI,NNS,NWG,NSW,NTA,PHI,QLD,RWA,SOA,SCS,TAI,TAN,THA,UGA,VIE,WAU,ZAM,ZAI,",",,CBD-OO,CHH-OO,ERI-OO,ETH-OO,JAW-OO,KEN-OO,LSI-LS,NNS-OO,NSW-NS,NTA-OO,NWG-OO,PHI-OO,QLD-QU,RWA-OO,SCS-OO,SOA-OO,TAI-OO,TAN-OO,THA-OO,UGA-OO,VIE-OO,WAU-WA,ZAI-OO,ZAM-OO,",",3,",",38,",",JAP,",,,,,
Ipomoea purpurea,invasive,",8,7,",",85,76,83,84,80,81,79,82,",",AGE,AGW,ARI,BOL,BZN,BZE,BZS,BZL,BZC,CLC,CLM,COS,ECU,ELS,GUA,JAM,MXC,MXG,MXE,MXN,MXT,MXS,NIC,PAN,PAR,PER,URU,VEN,HON,,",",,AGE-OO,AGW-OO,ARI-OO,BOL-OO,BZC-MS,BZC-MT,BZE-BA,BZE-MA,BZE-PE,BZE-SE,BZL-ES,BZL-MG,BZL-RJ,BZL-SP,BZN-AC,BZN-AM,BZN-PA,BZS-PR,BZS-RS,BZS-SC,CLC-OO,CLM-OO,COS-OO,ECU-OO,ELS-OO,GUA-OO,HON-OO,JAM-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NIC-OO,PAN-OO,PAR-OO,PER-OO,URU-OO,VEN-OO,",",2,5,7,8,3,1,4,3,6,",",26,50,71,72,85,36,23,83,21,81,20,12,24,33,13,40,38,25,27,29,51,42,31,14,30,10,78,76,73,75,74,77,35,34,60,34,",",ANG,NSW,QLD,BRC,ONT,QUE,CLC,CLS,CHN,CHM,CHS,CHC,CHH,CHI,CHQ,CHX,CHT,ZAI,CLM,CVI,CUB,EGY,BAL,CNY,SPA,ETH,COR,FRA,TCS,EQG,GRC,IND,EHM,ASS,WHM,ITA,SAR,SIC,JAP,KEN,KOR,SRL,LES,MDG,MOZ,MAU,NAM,NEP,PHI,PUE,MDR,POR,ROM,KHA,RUC,ALT,RWA,SWE,SWZ,TAI,TAN,UGA,UKR,ALA,ARK,ARI,CAL,COL,CNT,WDC,DEL,FLA,GEO,IOW,ILL,INI,KAN,KTY,LOU,MAS,MRY,MAI,MIC,MIN,MSO,MSI,MNT,NCA,NDA,NEB,NWH,NWJ,NWM,NEV,NWY,OHI,OKL,ORE,PEN,RHO,SCA,SDA,TEN,TEX,UTA,VRG,VER,WAS,WIS,WVA,YEM,CPP,OFS,TVL,NAT,ZIM,TUR,REU,ROD,BOL,NZN,NZS,,DOM,NWC,YUG,TUR,ZAM,",",ANG-OO,NSW-NS,QLD-QU,BRC-OO,ONT-OO,QUE-OO,CLC-VA,CLS-MG,CLC-SA,CHN-BJ,CHN-TJ,CHN-HB,CHN-SX,CHM-LN,CHM-JL,CHM-HJ,CHS-SH,CHS-JS,CHS-ZJ,CHS-AH,CHS-FJ,CHS-JX,CHN-SD,CHS-HE,CHC-HU,CHS-HN,CHS-GD,CHS-GX,CHH-OO,CHC-CQ,CHC-SC,CHC-GZ,CHC-YN,CHI-NM,CHN-SA,CHN-GS,CHQ-OO,CHI-NX,CHS-HK,CHS-MA,CHX-OO,CHT-OO,ZAI-OO,CLM-OO,CVI-OO,CUB-OO,EGY-OO,BAL-OO,CNY-OO,SPA-SP,ETH-OO,COR-OO,FRA-FR,TCS-GR,EQG-OO,GRC-OO,IND-AP,EHM-AP,ASS-AS,IND-BI,IND-CH,IND-CT,IND-DE,IND-GO,IND-GU,IND-HA,WHM-HP,WHM-JK,IND-JK,IND-KT,IND-KE,IND-MR,ASS-MA,IND-MP,ASS-ME,ASS-MI,ASS-NA,IND-OR,IND-PO,IND-PU,IND-RA,EHM-SI,IND-TN,ASS-TR,WHM-UT,IND-UP,IND-WB,ITA-IT,SAR-OO,SIC-SI,KEN-OO,KOR-SK,SRL-OO,LES-OO,MDG-OO,MOZ-OO,MAU-OO,NAM-OO,NEP-OO,PHI-OO,PUE-OO,KOR-NK,MDR-OO,POR-OO,ROM-OO,KHA-OO,RUC-OO,ALT-OO,RWA-OO,SWE-OO,SWZ-OO,TAI-OO,TAN-OO,UGA-OO,UKR-UK,ALA-OO,ARK-OO,ARI-OO,CAL-OO,COL-OO,CNT-OO,WDC-OO,DEL-OO,FLA-OO,GEO-OO,IOW-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,MSI-OO,MNT-OO,NCA-OO,NDA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,VER-OO,WAS-OO,WIS-OO,WVA-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZIM-OO,TCS-AR,REU-OO,ROD-OO,BOL-OO,NZN-OO,NZS-OO,,DOM-OO,NSW-OO,NWC-OO,QLD-OO,SPA-OO,TUR-OO,YUG-MN,ZAM-OO,",",2,3,4,1,8,7,5,6,",",24,27,26,36,40,38,13,12,21,81,76,78,74,50,60,34,,",",ETH,NAM,,ZIM,CHS,CHN,CHC,CHH,CHM,CHI,CHQ,CHT,CHX,EHM,ASS,WHM,IND,TAI,GRC,SPA,BAL,CNY,CUB,DOM,ARI,ARK,KAN,NSW,QLD,NWC,ANG,YUG,TUR,ZAM,",",,ANG-OO,ARI-OO,ARK-OO,ASS-AS,ASS-MA,ASS-ME,ASS-MI,ASS-TR,BAL-OO,CHC-GZ,CHC-HU,CHC-SC,CHC-YN,CHH-OO,CHI-NX,CHM-HJ,CHM-JL,CHM-LN,CHN-BJ,CHN-GS,CHN-HB,CHN-SA,CHN-SD,CHN-SX,CHN-TJ,CHQ-OO,CHS-AH,CHS-FJ,CHS-GD,CHS-GX,CHS-HE,CHS-HK,CHS-HN,CHS-JS,CHS-JX,CHS-MA,CHS-SH,CHS-ZJ,CHT-OO,CHX-OO,CNY-OO,CUB-OO,DOM-OO,EHM-AP,EHM-SI,ETH-OO,GRC-OO,IND-WB,KAN-OO,NSW-OO,NWC-OO,QLD-OO,SPA-OO,TAI-OO,TUR-OO,WHM-HP,WHM-JK,WHM-UT,YUG-MN,ZAM-OO,ZIM-OO,NAM-OO,"
Ipomoea quamoclit,invasive,",8,7,",",80,79,84,",",BLZ,COS,ELS,GUA,HON,MXC,MXG,MXE,MXN,MXT,MXS,NIC,PAN,,BZN,BZE,BZL,BZC,BZS,",",,BLZ-OO,BZC-GO,BZC-MS,BZC-MT,BZE-AL,BZE-BA,BZE-CE,BZE-MA,BZE-PB,BZE-PE,BZE-PI,BZE-RN,BZE-SE,BZL-ES,BZL-MG,BZL-RJ,BZL-SP,BZN-AC,BZN-AM,BZN-PA,BZN-RO,BZN-TO,BZS-PR,BZS-RS,BZS-SC,COS-OO,ELS-OO,GUA-OO,HON-OO,MXC-DF,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NIC-OO,PAN-OO,",",8,5,7,3,4,6,2,",",85,81,50,72,36,80,42,60,23,22,62,40,38,29,26,21,31,24,41,78,76,74,75,77,83,,63,61,43,",",AGE,AGW,LEE,NSW,NTA,QLD,WAU,WIN,ONT,CHH,COS,CUB,XMS,CAY,FIJ,GAB,GNB,EQG,MRN,IND,ASS,WHM,JAP,PHX,SRL,MDG,MOZ,MAU,NEP,PUE,MDR,KHA,MLY,GGI,CHA,THA,TAI,ALA,ARK,CAL,WDC,FLA,GEO,ILL,LOU,MRY,MSO,MSI,NCA,NWY,OKL,PEN,SCA,TEN,TEX,VRG,VER,PAR,REU,GAL,ROD,BOL,SEY,EHM,MDV,,HAW,INI,KAN,KTY,CRL,LIN,NWC,NWG,SAM,SOL,",",AGE-BA,AGE-MI,AGW-SA,AGE-SF,AGW-TU,LEE-AB,NSW-NS,NTA-OO,QLD-QU,WAU-WA,LEE-SM,WIN-BA,ONT-OO,CHH-OO,COS-OO,CUB-OO,XMS-OO,CAY-OO,WIN-DO,FIJ-OO,GAB-OO,LEE-GU,GNB-OO,EQG-OO,WIN-GR,MRN-GU,IND-AP,ASS-AS,IND-DE,IND-GO,IND-HA,WHM-HP,IND-KT,IND-KE,IND-MR,IND-OR,IND-TN,WHM-UT,IND-WB,PHX-OO,LEE-SK,WIN-SL,SRL-OO,MDG-OO,MRN-NM,MOZ-OO,WIN-MA,MAU-OO,NEP-OO,PUE-OO,MDR-OO,KHA-OO,MLY-SI,GGI-ST,CHA-OO,THA-OO,TAI-OO,ALA-OO,ARK-OO,CAL-OO,WDC-OO,FLA-OO,GEO-OO,ILL-OO,LOU-OO,MRY-OO,MSO-OO,MSI-OO,NCA-OO,NWY-OO,OKL-OO,PEN-OO,SCA-OO,TEN-OO,TEX-OO,VRG-OO,LEE-VI,VER-OO,WIN-SV,LEE-BV,PAR-OO,REU-OO,GAL-OO,ROD-OO,BOL-OO,,ASS-MA,ASS-ME,ASS-MI,ASS-NA,ASS-TR,CRL-MF,EHM-AP,EHM-SI,HAW-OO,INI-OO,KAN-OO,KTY-OO,LIN-KI,MDV-OO,NSW-OO,NWC-OO,NWG-PN,QLD-OO,SAM-OO,SEY-OO,SOL-OO,WAU-OO,WHM-JK,",",2,4,8,7,6,5,",",29,40,80,81,,78,76,63,74,75,77,50,62,60,61,43,83,",",SEY,IND,EHM,WHM,ASS,MDV,COS,CUB,,ARK,CAL,FLA,GEO,HAW,ILL,INI,KAN,KTY,LOU,MRY,MSI,MSO,NWY,NCA,OKL,PEN,SCA,TEN,TEX,VRG,NSW,NTA,QLD,WAU,CRL,FIJ,LIN,NWC,NWG,GAL,SAM,SOL,",",,ARK-OO,ASS-MA,ASS-ME,ASS-MI,ASS-NA,ASS-TR,CAL-OO,COS-OO,CRL-MF,CUB-OO,EHM-AP,EHM-SI,FIJ-OO,FLA-OO,GAL-OO,GEO-OO,HAW-OO,ILL-OO,IND-WB,INI-OO,KAN-OO,KTY-OO,LIN-KI,LOU-OO,MDV-OO,MRY-OO,MSI-OO,MSO-OO,NCA-OO,NSW-OO,NTA-OO,NWC-OO,NWG-PN,NWY-OO,OKL-OO,PEN-OO,QLD-OO,SAM-OO,SCA-OO,SEY-OO,SOL-OO,TEN-OO,TEX-OO,VRG-OO,WAU-OO,WHM-HP,WHM-JK,WHM-UT,"
Ipomoea racemosa,established,",8,",",81,",",CUB,DOM,HAI,",",,CUB-OO,DOM-OO,HAI-HA,",",8,3,7,",",84,38,79,78,74,83,",",BZE,BZL,BZC,BZN,JAP,MXT,MXE,MXS,MXN,TAI,ALA,FLA,GEO,MSI,OKL,TEN,GAL,PER,",",BZE-BA,BZE-CE,BZL-MG,BZC-MS,BZC-MT,BZE-PE,BZL-RJ,BZE-RN,BZE-SE,BZL-SP,BZN-TO,MXT-CA,MXE-CU,MXS-CL,MXS-JA,MXT-QR,MXN-SO,MXT-YU,TAI-OO,ALA-OO,FLA-OO,GEO-OO,MSI-OO,OKL-OO,TEN-OO,GAL-OO,PER-OO,",,,,
